"ID","items","support","transIdenticalToItemsets","count"
"177","{COMP8110,COMP8400}",0.615658362989324,0,173
"175","{COMP8100,COMP8110}",0.597864768683274,0,168
"176","{COMP8100,COMP8400}",0.572953736654804,0,161
"173","{COMP8110,COMP8180}",0.498220640569395,0,140
"174","{COMP8180,COMP8400}",0.491103202846975,0,138
"445","{COMP8100,COMP8110,COMP8400}",0.491103202846975,0,138
"172","{COMP8100,COMP8180}",0.480427046263345,0,135
"171","{COMP8400,COMP8420}",0.434163701067616,0,122
"442","{COMP8100,COMP8110,COMP8180}",0.430604982206406,0,121
"444","{COMP8110,COMP8180,COMP8400}",0.412811387900356,0,116
"443","{COMP8100,COMP8180,COMP8400}",0.391459074733096,0,110
"167","{COMP8400,COMP8440}",0.380782918149466,0,107
"162","{COMP6390,COMP8400}",0.370106761565836,0,104
"166","{COMP8110,COMP8440}",0.370106761565836,0,104
"170","{COMP8110,COMP8420}",0.362989323843416,0,102
"155","{COMP8110,COMP8173}",0.352313167259786,0,99
"593","{COMP8100,COMP8110,COMP8180,COMP8400}",0.348754448398576,0,98
"165","{COMP8100,COMP8440}",0.345195729537367,0.00355871886120996,97
"169","{COMP8100,COMP8420}",0.341637010676157,0,96
"441","{COMP8110,COMP8400,COMP8420}",0.330960854092527,0,93
"156","{COMP8173,COMP8400}",0.323843416370107,0,91
"161","{COMP6390,COMP8110}",0.323843416370107,0,91
"435","{COMP8110,COMP8400,COMP8440}",0.316725978647687,0,89
"160","{COMP6390,COMP8100}",0.313167259786477,0,88
"149","{COMP6320,COMP8400}",0.309608540925267,0,87
"433","{COMP8100,COMP8110,COMP8440}",0.306049822064057,0,86
"440","{COMP8100,COMP8400,COMP8420}",0.306049822064057,0,86
"410","{COMP8110,COMP8173,COMP8400}",0.298932384341637,0,84
"154","{COMP8100,COMP8173}",0.291814946619217,0,82
"425","{COMP6390,COMP8110,COMP8400}",0.291814946619217,0,82
"424","{COMP6390,COMP8100,COMP8400}",0.288256227758007,0,81
"434","{COMP8100,COMP8400,COMP8440}",0.288256227758007,0,81
"164","{COMP8180,COMP8440}",0.284697508896797,0,80
"140","{COMP6240,COMP8110}",0.281138790035587,0,79
"141","{COMP6240,COMP8400}",0.281138790035587,0,79
"439","{COMP8100,COMP8110,COMP8420}",0.277580071174377,0,78
"163","{COMP8420,COMP8440}",0.274021352313167,0,77
"168","{COMP8180,COMP8420}",0.274021352313167,0,77
"408","{COMP8100,COMP8110,COMP8173}",0.274021352313167,0,77
"132","{COMP6466,COMP8400}",0.270462633451957,0,76
"423","{COMP6390,COMP8100,COMP8110}",0.263345195729537,0,74
"588","{COMP8100,COMP8110,COMP8400,COMP8440}",0.259786476868327,0,73
"123","{COMP6463,COMP8400}",0.256227758007117,0,72
"431","{COMP8110,COMP8180,COMP8440}",0.256227758007117,0,72
"592","{COMP8100,COMP8110,COMP8400,COMP8420}",0.256227758007117,0,72
"371","{COMP6240,COMP8110,COMP8400}",0.252669039145907,0,71
"409","{COMP8100,COMP8173,COMP8400}",0.252669039145907,0,71
"438","{COMP8180,COMP8400,COMP8420}",0.252669039145907,0,71
"153","{COMP8173,COMP8180}",0.245551601423488,0,69
"158","{COMP6390,COMP8420}",0.245551601423488,0,69
"429","{COMP8400,COMP8420,COMP8440}",0.245551601423488,0,69
"432","{COMP8180,COMP8400,COMP8440}",0.245551601423488,0,69
"102","{COMP6490,COMP8400}",0.241992882562278,0,68
"148","{COMP6320,COMP8110}",0.241992882562278,0,68
"578","{COMP6390,COMP8100,COMP8110,COMP8400}",0.241992882562278,0,68
"112","{COMP6467,COMP8400}",0.238434163701068,0,67
"151","{COMP8173,COMP8440}",0.238434163701068,0,67
"430","{COMP8100,COMP8180,COMP8440}",0.238434163701068,0,67
"561","{COMP8100,COMP8110,COMP8173,COMP8400}",0.238434163701068,0,67
"147","{COMP6320,COMP8100}",0.231316725978648,0.00355871886120996,65
"159","{COMP6390,COMP8180}",0.231316725978648,0,65
"406","{COMP8110,COMP8173,COMP8180}",0.231316725978648,0,65
"419","{COMP6390,COMP8400,COMP8420}",0.227758007117438,0,64
"139","{COMP6240,COMP8100}",0.224199288256228,0,63
"145","{COMP6320,COMP8420}",0.224199288256228,0,63
"585","{COMP8100,COMP8110,COMP8180,COMP8440}",0.224199288256228,0,63
"399","{COMP8110,COMP8173,COMP8440}",0.220640569395018,0,62
"428","{COMP8110,COMP8420,COMP8440}",0.220640569395018,0,62
"437","{COMP8110,COMP8180,COMP8420}",0.220640569395018,0,62
"587","{COMP8110,COMP8180,COMP8400,COMP8440}",0.220640569395018,0,62
"130","{COMP6466,COMP8100}",0.217081850533808,0,61
"131","{COMP6466,COMP8110}",0.217081850533808,0,61
"108","{COMP6467,COMP8420}",0.209964412811388,0,59
"370","{COMP6240,COMP8100,COMP8400}",0.209964412811388,0,59
"407","{COMP8173,COMP8180,COMP8400}",0.209964412811388,0,59
"90","{COMP6311,COMP8110}",0.206405693950178,0,58
"369","{COMP6240,COMP8100,COMP8110}",0.206405693950178,0,58
"389","{COMP6320,COMP8110,COMP8400}",0.206405693950178,0,58
"400","{COMP8173,COMP8400,COMP8440}",0.206405693950178,0,58
"422","{COMP6390,COMP8180,COMP8400}",0.206405693950178,0,58
"427","{COMP8100,COMP8420,COMP8440}",0.206405693950178,0,58
"436","{COMP8100,COMP8180,COMP8420}",0.206405693950178,0,58
"591","{COMP8110,COMP8180,COMP8400,COMP8420}",0.206405693950178,0,58
"82","{COMP6700,COMP8400}",0.202846975088968,0,57
"91","{COMP6311,COMP8400}",0.202846975088968,0,57
"122","{COMP6463,COMP8110}",0.202846975088968,0,57
"152","{COMP8173,COMP8420}",0.202846975088968,0,57
"586","{COMP8100,COMP8180,COMP8400,COMP8440}",0.202846975088968,0,57
"52","{COMP8190,COMP8400}",0.199288256227758,0,56
"72","{COMP6340,COMP8110}",0.199288256227758,0,56
